id,alpha,delta,WISE_GID,Class,diameter,Radius,HIIName,Group
WISE 7075,251.55995,-46.93474,G338.632-00.998,?,9.90,297,,
WISE 7076,251.37798,-46.76640,G338.679-00.795,C,21.53,646,,
WISE 7077,250.65306,-46.33085,G338.682-00.132,Q,0.77,23,,
WISE 7078,249.83537,-45.79795,G338.706+00.645,K,6.03,181,G338.742+00.641,
WISE 7079,250.74783,-46.26190,G338.777-00.136,Q,0.90,27,,
WISE 7080,250.10394,-45.83724,G338.801+00.480,Q,1.03,31,,
WISE 7081,250.20102,-45.87704,G338.816+00.403,C,4.50,135,,
WISE 7082,251.00364,-46.33597,G338.837-00.318,C,3.93,118,,
WISE 7083,250.22176,-45.84710,G338.848+00.412,Q,0.60,18,,
WISE 7084,250.23106,-45.84882,G338.851+00.405,Q,0.60,18,,
WISE 7085,250.03550,-45.71473,G338.861+00.597,G,15.33,460,,G338.943+00.604
WISE 7086,250.66515,-46.08720,G338.871+00.022,Q,1.37,41,,
WISE 7087,250.12072,-45.73807,G338.883+00.537,G,2.73,82,,G338.943+00.604
WISE 7088,250.29640,-45.82897,G338.896+00.384,Q,0.60,18,,
WISE 7089,250.33991,-45.84902,G338.901+00.348,Q,2.23,67,,
WISE 7090,250.29430,-45.81702,G338.904+00.393,Q,0.60,18,,
WISE 7091,250.12004,-45.70693,G338.906+00.557,Q,0.83,25,,G338.943+00.604
WISE 7092,250.06266,-45.66472,G338.911+00.615,K,7.53,226,G338.943+00.604,G338.943+00.604
WISE 7093,250.14038,-45.70748,G338.915+00.547,Q,0.83,25,,G338.943+00.604
WISE 7094,250.31848,-45.81454,G338.917+00.382,Q,0.77,23,,
WISE 7095,250.14286,-45.70100,G338.921+00.549,Q,0.90,27,,G338.943+00.604
WISE 7096,251.28992,-46.39020,G338.925-00.504,Q,0.80,24,,
WISE 7097,250.13165,-45.68872,G338.925+00.563,Q,0.83,25,,G338.943+00.604
WISE 7098,250.31733,-45.80184,G338.926+00.392,C,2.67,80,,
WISE 7099,250.82158,-46.09819,G338.934-00.067,K,8.03,241,G338.921-00.089,
WISE 7100,249.97922,-45.55273,G338.956+00.734,Q,0.73,22,,
WISE 7101,250.80529,-46.05786,G338.957-00.032,Q,0.80,24,,
WISE 7102,250.03518,-45.54474,G338.988+00.710,Q,0.80,24,,
WISE 7103,250.34562,-45.72194,G338.999+00.430,Q,0.50,15,,
WISE 7104,250.09131,-45.56222,G339.001+00.669,Q,0.83,25,,
WISE 7105,250.34756,-45.70981,G339.009+00.437,Q,1.30,39,,
WISE 7106,250.26639,-45.65316,G339.014+00.516,Q,0.73,22,,
WISE 7107,251.04493,-46.10280,G339.032-00.188,Q,0.87,26,,
WISE 7108,251.20063,-46.17217,G339.050-00.314,Q,1.63,49,,
WISE 7109,250.12650,-45.46651,G339.089+00.713,C,6.30,189,,
WISE 7110,250.67356,-45.79623,G339.094+00.208,Q,1.20,36,,
WISE 7111,250.89862,-45.92078,G339.103+00.008,C,3.67,110,,
WISE 7112,250.74649,-45.82466,G339.106+00.152,C,1.73,52,,
WISE 7113,251.16660,-46.07394,G339.109-00.233,K,8.70,261,G339.089-00.216,
WISE 7114,251.34867,-46.14957,G339.134-00.377,K,8.57,257,G339.128-00.408,G339.128-00.408
WISE 7115,251.60466,-46.28402,G339.147-00.600,C,9.47,284,,
WISE 7116,251.49907,-46.21246,G339.154-00.497,Q,0.93,28,,
WISE 7117,250.94933,-45.87858,G339.158+00.009,Q,0.83,25,,
WISE 7118,251.73443,-46.33145,G339.169-00.698,C,19.47,584,,
WISE 7119,250.87087,-45.80730,G339.176+00.098,C,2.53,76,,
WISE 7120,251.39439,-46.11878,G339.178-00.381,Q,0.77,23,,G339.128-00.408
WISE 7121,250.91491,-45.79026,G339.209+00.086,Q,0.83,25,,
WISE 7122,250.96772,-45.81954,G339.211+00.038,C,4.67,140,,
WISE 7123,250.73019,-45.66880,G339.216+00.263,C,1.73,52,,
WISE 7124,250.76667,-45.66847,G339.233+00.243,K,16.13,484,G339.286+00.163,
WISE 7125,251.04263,-45.83564,G339.233-00.011,Q,1.17,35,,
WISE 7126,251.02858,-45.81792,G339.240+00.008,Q,1.17,35,,
WISE 7127,251.73234,-46.19111,G339.275-00.607,C,3.90,117,,
WISE 7128,250.93029,-45.70159,G339.283+00.136,Q,0.87,26,,
WISE 7129,251.11324,-45.79094,G339.299-00.020,Q,1.17,35,,
WISE 7130,251.61061,-46.02337,G339.348-00.434,Q,0.87,26,,
WISE 7131,251.77034,-46.06127,G339.391-00.543,Q,3.43,103,,
WISE 7132,251.06310,-45.52408,G339.478+00.181,C,2.40,72,,
WISE 7133,251.17324,-45.58011,G339.486+00.087,C,2.93,88,,
WISE 7134,252.71381,-46.47415,G339.494-01.308,C,21.60,648,,
WISE 7135,253.25758,-46.75836,G339.512-01.776,Q,3.00,90,,
WISE 7136,251.76350,-45.87224,G339.531-00.417,Q,1.53,46,,
WISE 7137,251.74446,-45.83998,G339.548-00.385,Q,1.73,52,,
WISE 7138,251.76661,-45.84653,G339.553-00.401,C,6.37,191,,
WISE 7139,251.02802,-45.39967,G339.556+00.282,C,2.73,82,,
WISE 7140,252.44471,-46.23770,G339.557-01.014,Q,1.10,33,,
WISE 7141,251.26672,-45.50716,G339.584+00.084,C,3.27,98,,
WISE 7142,251.47254,-45.62948,G339.585-00.104,K,10.00,300,G339.578-00.124,
WISE 7143,251.27447,-45.50392,G339.590+00.083,Q,0.67,20,,
WISE 7144,251.28330,-45.50133,G339.596+00.079,Q,0.60,18,,
WISE 7145,252.35140,-46.11853,G339.607-00.887,Q,5.80,174,,
WISE 7146,252.57277,-46.20481,G339.639-01.061,Q,5.73,172,,
WISE 7147,251.13753,-45.30757,G339.676+00.283,C,1.90,57,,
WISE 7148,251.13844,-45.27774,G339.699+00.302,Q,0.70,21,,
WISE 7149,251.26419,-45.35130,G339.701+00.187,Q,0.80,24,,
WISE 7150,252.70829,-46.18266,G339.716-01.119,C,1.43,43,,
WISE 7151,252.81271,-46.24121,G339.717-01.211,C,4.70,141,,
WISE 7152,252.69142,-46.17167,G339.717-01.102,C,1.50,45,,
WISE 7153,252.71585,-46.17791,G339.723-01.119,C,1.10,33,,
WISE 7154,251.41776,-45.40833,G339.728+00.068,Q,2.30,69,,
WISE 7155,251.40726,-45.37699,G339.747+00.095,C,1.00,30,,
WISE 7156,251.44912,-45.39032,G339.756+00.063,Q,0.80,24,,
WISE 7157,251.46564,-45.39368,G339.761+00.052,Q,1.07,32,,
WISE 7158,251.51928,-45.41273,G339.771+00.011,Q,1.50,45,,
WISE 7159,251.51292,-45.40102,G339.777+00.022,Q,0.70,21,,
WISE 7160,251.27907,-45.25478,G339.781+00.243,C,3.97,119,,
WISE 7161,252.89381,-46.13716,G339.833-01.189,Q,1.43,43,,
WISE 7162,251.27696,-45.16909,G339.845+00.299,K,3.23,97,G339.838+00.274,
WISE 7163,253.03921,-46.13597,G339.898-01.266,C,6.13,184,,
WISE 7164,252.31960,-45.66832,G339.938-00.581,K,4.83,145,G339.955-00.566,
WISE 7165,251.79079,-45.34924,G339.943-00.093,C,1.03,31,,
WISE 7166,251.64206,-45.24844,G339.952+00.052,C,2.73,82,,
WISE 7167,252.32034,-45.61788,G339.977-00.550,K,3.17,95,G339.955-00.566,
WISE 7168,251.57366,-45.14161,G340.002+00.159,C,5.47,164,,
WISE 7169,252.30778,-45.55051,G340.023-00.499,Q,8.87,266,,
WISE 7170,251.94043,-45.32565,G340.029-00.158,C,3.37,101,,
WISE 7171,252.04106,-45.35660,G340.051-00.231,K,2.47,74,G340.047-00.253,G340.047-00.253
WISE 7172,252.05703,-45.36345,G340.053-00.244,G,0.83,25,,G340.047-00.253
WISE 7173,251.94735,-45.29048,G340.059-00.138,C,3.50,105,,
WISE 7174,252.07491,-45.36096,G340.063-00.252,Q,0.60,18,,
WISE 7175,251.88620,-45.24226,G340.068-00.075,C,3.57,107,,
WISE 7176,250.81438,-44.58809,G340.070+00.927,C,2.67,80,,
WISE 7177,250.82161,-44.58065,G340.079+00.929,Q,0.70,21,,
WISE 7178,250.84676,-44.59357,G340.081+00.906,Q,1.27,38,,
WISE 7179,252.02021,-45.28404,G340.097-00.174,C,3.77,113,,
WISE 7180,252.22544,-45.39373,G340.106-00.354,C,10.30,309,,
WISE 7181,250.84274,-44.55266,G340.110+00.936,Q,1.13,34,,
WISE 7182,251.34012,-44.85016,G340.116+00.473,G,1.57,47,,G340.240+00.482
WISE 7183,252.00580,-45.24799,G340.118-00.142,Q,0.87,26,,
WISE 7184,250.88375,-44.54494,G340.135+00.918,Q,1.40,42,,
WISE 7185,253.45376,-46.01347,G340.175-01.410,C,29.23,877,,
WISE 7186,251.96019,-45.13574,G340.183-00.045,Q,1.10,33,,
WISE 7187,252.39574,-45.38958,G340.186-00.444,C,3.43,103,,
WISE 7188,252.28223,-45.29016,G340.211-00.318,C,6.40,192,,
WISE 7189,251.48433,-44.80612,G340.216+00.424,K,19.40,582,G340.240+00.482,G340.240+00.482
WISE 7190,252.07037,-45.15685,G340.217-00.119,Q,0.70,21,,
WISE 7191,252.06126,-45.13966,G340.226-00.103,C,2.57,77,,
WISE 7192,252.35771,-45.30464,G340.234-00.368,Q,1.17,35,,
WISE 7193,252.37393,-45.29723,G340.247-00.373,C,1.17,35,,
WISE 7194,252.02071,-45.08673,G340.248-00.046,C,1.30,39,,
WISE 7195,252.04232,-45.08260,G340.261-00.056,C,1.97,59,,
WISE 7196,252.22096,-45.14558,G340.294-00.193,K,7.67,230,G340.279-00.222,
WISE 7197,252.31298,-45.19739,G340.296-00.276,C,3.13,94,,
WISE 7198,252.66092,-45.35348,G340.333-00.563,Q,3.50,105,,
WISE 7199,253.28823,-45.61227,G340.413-01.067,?,7.73,232,,G340.777-01.008; RCW110
WISE 7200,252.15335,-44.93821,G340.422-00.022,Q,0.77,23,,
WISE 7201,252.76307,-45.29353,G340.425-00.581,Q,2.50,75,,
WISE 7202,252.75857,-45.25974,G340.449-00.557,Q,1.83,55,,
WISE 7203,252.39394,-44.92967,G340.538-00.147,Q,1.57,47,,
WISE 7204,252.14395,-44.77839,G340.540+00.085,Q,2.47,74,,
WISE 7205,252.10374,-44.75174,G340.542+00.124,Q,1.40,42,,
WISE 7206,252.12013,-44.75500,G340.547+00.114,Q,1.40,42,,
WISE 7207,253.19053,-45.38177,G340.548-00.869,Q,7.67,230,,
WISE 7208,251.87946,-44.57641,G340.573+00.359,Q,0.97,29,,
WISE 7209,251.89999,-44.57307,G340.585+00.350,Q,0.97,29,,
WISE 7210,251.92323,-44.56744,G340.600+00.342,Q,1.80,54,,
WISE 7211,251.93147,-44.53573,G340.628+00.357,Q,3.50,105,,
WISE 7212,252.66999,-44.96232,G340.638-00.319,C,5.20,156,,
WISE 7213,252.96001,-45.10207,G340.661-00.566,Q,1.03,31,,
WISE 7214,253.50722,-45.39555,G340.678-01.049,?,10.80,324,,G340.777-01.008; RCW110
WISE 7215,252.16952,-44.58590,G340.699+00.195,Q,0.80,24,,
WISE 7216,253.07900,-45.08186,G340.730-00.617,C,5.00,150,,
WISE 7217,252.08478,-44.47754,G340.743+00.312,Q,1.33,40,,
WISE 7218,253.08288,-45.05175,G340.755-00.601,Q,0.90,27,,
WISE 7219,253.56741,-45.31655,G340.766-01.033,?,0.83,25,,G340.777-01.008; RCW110
WISE 7220,253.56891,-45.29938,G340.780-01.022,K,4.27,128,G340.777-01.008; RCW110,G340.777-01.008; RCW110
WISE 7221,253.59203,-45.25077,G340.828-01.005,?,0.83,25,,G340.777-01.008; RCW110
WISE 7222,252.54868,-44.62797,G340.840-00.039,Q,1.77,53,,
WISE 7223,253.63047,-45.24440,G340.850-01.022,G,7.03,211,,G340.777-01.008; RCW110
WISE 7224,252.63202,-44.65520,G340.857-00.102,Q,1.03,31,,
WISE 7225,253.47379,-45.13924,G340.862-00.870,G,15.43,463,,G340.777-01.008; RCW110
WISE 7226,252.93950,-44.81791,G340.871-00.373,C,0.97,29,,
WISE 7227,254.64620,-45.78584,G340.872-01.915,?,9.23,277,,
WISE 7228,252.95084,-44.81287,G340.880-00.377,C,0.97,29,,
WISE 7229,252.94137,-44.80215,G340.884-00.365,C,0.97,29,,
WISE 7230,252.95034,-44.79444,G340.894-00.365,Q,0.97,29,,
WISE 7231,252.39082,-44.44287,G340.910+00.167,C,4.37,131,,
WISE 7232,253.80234,-45.21243,G340.951-01.095,?,8.93,268,,G340.777-01.008; RCW110
WISE 7233,252.42515,-44.39950,G340.959+00.175,Q,1.40,42,,
WISE 7234,253.71713,-45.13561,G340.973-01.000,Q,1.07,32,,G340.777-01.008; RCW110
WISE 7235,253.77210,-45.12582,G341.005-01.024,?,5.67,170,,G340.777-01.008; RCW110
WISE 7236,253.01718,-44.63144,G341.050-00.298,Q,1.97,59,,
WISE 7237,253.94447,-45.13909,G341.071-01.128,?,4.23,127,,G340.777-01.008; RCW110
WISE 7238,252.88276,-44.50709,G341.085-00.145,Q,1.60,48,,
WISE 7239,252.75013,-44.42227,G341.090-00.017,K,13.10,393,G341.050-00.100,
WISE 7240,252.60674,-44.29685,G341.121+00.141,Q,1.47,44,,
WISE 7241,252.96604,-44.50425,G341.125-00.188,C,9.40,282,,
WISE 7242,253.13886,-44.60167,G341.128-00.346,Q,1.30,39,,
WISE 7243,253.15131,-44.60507,G341.131-00.354,Q,1.30,39,,
WISE 7244,253.21800,-44.61813,G341.151-00.400,C,13.67,410,,
WISE 7245,252.82991,-44.38637,G341.154-00.038,Q,1.47,44,,
WISE 7246,255.17068,-45.66920,G341.190-02.132,?,37.17,1115,,
WISE 7247,253.08563,-44.46827,G341.207-00.232,C,1.93,58,,
WISE 7248,253.10926,-44.48083,G341.208-00.252,Q,0.87,26,,
WISE 7249,253.07594,-44.44834,G341.218-00.213,Q,0.70,21,,
WISE 7250,252.50434,-44.08343,G341.238+00.335,C,2.40,72,,
WISE 7251,253.22060,-44.47228,G341.265-00.308,Q,0.93,28,,
WISE 7252,252.82019,-44.23006,G341.270+00.066,Q,0.90,27,,
WISE 7253,253.17934,-44.44038,G341.271-00.265,Q,2.43,73,,
WISE 7254,253.21303,-44.45363,G341.276-00.293,Q,0.80,24,,
WISE 7255,253.28430,-44.48622,G341.283-00.353,K,4.87,146,G341.264-00.317,
WISE 7256,252.73560,-44.15905,G341.286+00.159,Q,2.87,86,,
WISE 7257,252.99754,-44.31027,G341.289-00.083,Q,0.70,21,,
WISE 7258,253.25394,-44.44007,G341.305-00.306,K,4.27,128,G341.264-00.317,
WISE 7259,252.72030,-44.11747,G341.311+00.193,Q,2.00,60,,
WISE 7260,252.72726,-44.11771,G341.314+00.190,Q,0.73,22,,
WISE 7261,253.27926,-44.38638,G341.358-00.287,C,3.03,91,,
WISE 7262,252.81673,-44.10600,G341.364+00.147,Q,3.90,117,,
WISE 7263,253.39016,-44.36205,G341.427-00.332,Q,2.43,73,,
WISE 7264,252.62987,-43.89838,G341.438+00.383,C,2.80,84,,
WISE 7265,253.37275,-44.30930,G341.460-00.290,Q,0.77,23,,
WISE 7266,253.33989,-44.28751,G341.462-00.258,Q,0.77,23,,
WISE 7267,254.30621,-44.79070,G341.503-01.109,?,1.37,41,,
WISE 7268,253.45658,-44.20084,G341.582-00.268,Q,0.93,28,,
WISE 7269,253.10861,-43.97572,G341.598+00.068,C,2.60,78,,
WISE 7270,253.30205,-44.07420,G341.610-00.101,Q,1.50,45,,
WISE 7271,253.17427,-43.94336,G341.653+00.053,Q,0.97,29,,
WISE 7272,253.67408,-44.21669,G341.668-00.398,C,6.63,199,,
WISE 7273,253.21348,-43.91995,G341.689+00.046,Q,0.40,12,,
WISE 7274,253.35942,-43.99684,G341.696-00.084,Q,1.30,39,,
WISE 7275,253.21867,-43.90750,G341.701+00.050,C,1.97,59,,
WISE 7276,253.33463,-43.95387,G341.718-00.043,Q,0.73,22,,
WISE 7277,253.35848,-43.95498,G341.728-00.058,Q,0.63,19,,
WISE 7278,253.48663,-43.84963,G341.868-00.062,Q,5.70,171,,
WISE 7279,253.96285,-44.08579,G341.900-00.477,Q,0.73,22,,
WISE 7280,253.95054,-44.06328,G341.912-00.456,Q,0.73,22,,
WISE 7281,253.27550,-43.66323,G341.916+00.173,C,2.00,60,,
WISE 7282,253.65449,-43.87192,G341.927-00.171,Q,0.70,21,,
WISE 7283,253.65629,-43.86396,G341.934-00.166,Q,0.70,21,,
WISE 7284,257.80375,-46.11062,G341.941-03.860,?,6.77,203,,
WISE 7285,253.03413,-43.46020,G341.962+00.437,C,4.37,131,,
WISE 7286,254.13286,-44.09661,G341.968-00.580,C,5.03,151,,
WISE 7287,253.26646,-43.59069,G341.968+00.224,K,3.30,99,G341.963+00.205,
WISE 7288,254.00050,-44.00106,G341.983-00.446,C,5.67,170,,
WISE 7289,253.27123,-43.54699,G342.004+00.250,Q,3.20,96,,
WISE 7290,253.63412,-43.73126,G342.027-00.070,Q,1.00,30,,
WISE 7291,254.06031,-43.95226,G342.048-00.448,Q,0.63,19,,
WISE 7292,254.12167,-43.98510,G342.050-00.503,C,3.67,110,,
WISE 7293,253.14390,-43.39628,G342.062+00.417,K,5.83,175,G342.085+00.423,
WISE 7294,253.08954,-43.31206,G342.102+00.500,Q,1.47,44,,
WISE 7295,257.78060,-45.88152,G342.117-03.713,?,6.13,184,,
WISE 7296,253.63779,-43.61368,G342.120+00.001,C,9.83,295,,
WISE 7297,253.11703,-43.29873,G342.125+00.494,Q,1.47,44,,
WISE 7298,253.19617,-43.32787,G342.139+00.430,C,2.60,78,,
WISE 7299,254.97227,-44.26121,G342.213-01.153,?,2.53,76,,
WISE 7300,253.42510,-43.32322,G342.248+00.305,G,1.30,39,,G342.300+00.314
WISE 7301,253.44282,-43.29632,G342.277+00.311,K,11.07,332,G342.300+00.314,G342.300+00.314
WISE 7302,253.70874,-43.39925,G342.319+00.097,Q,0.67,20,,
WISE 7303,253.73043,-43.37342,G342.349+00.100,Q,0.67,20,,
WISE 7304,253.68705,-43.34403,G342.352+00.144,Q,1.23,37,,
WISE 7305,253.89221,-43.46188,G342.354-00.047,K,4.10,123,G342.382-00.044,
WISE 7306,253.56818,-43.27130,G342.354+00.257,Q,1.27,38,,
WISE 7307,253.40707,-43.17317,G342.356+00.410,G,9.17,275,,G342.300+00.314
WISE 7308,253.73246,-43.36046,G342.360+00.107,C,2.20,66,,
WISE 7309,253.71688,-43.34744,G342.363+00.124,Q,0.67,20,,
WISE 7310,253.72044,-43.33152,G342.377+00.133,Q,0.50,15,,
WISE 7311,253.73825,-43.33300,G342.384+00.122,C,0.67,20,,
WISE 7312,253.79197,-43.35944,G342.388+00.074,C,2.27,68,,
WISE 7313,253.73936,-43.32723,G342.389+00.125,C,0.67,20,,
WISE 7314,253.66552,-43.27600,G342.395+00.199,Q,0.87,26,,
WISE 7315,253.95591,-43.40283,G342.429-00.046,C,2.03,61,,
WISE 7316,254.15942,-43.51754,G342.432-00.233,C,3.30,99,,
WISE 7317,253.97976,-43.40522,G342.438-00.061,C,1.43,43,,
WISE 7318,253.74613,-43.25276,G342.450+00.168,Q,1.27,38,,
WISE 7319,253.76271,-43.21237,G342.489+00.183,Q,0.83,25,,
WISE 7320,252.91552,-42.70208,G342.492+00.986,Q,5.17,155,,
WISE 7321,253.77556,-43.21351,G342.494+00.175,Q,0.83,25,,
WISE 7322,253.76981,-43.20755,G342.496+00.183,Q,0.83,25,,
WISE 7323,253.92651,-43.29064,G342.503+00.042,C,5.30,159,,
WISE 7324,253.82200,-43.22413,G342.507+00.142,Q,1.13,34,,
WISE 7325,255.07271,-43.89350,G342.547-00.984,Q,2.13,64,,
WISE 7326,253.24339,-42.80288,G342.567+00.737,Q,3.77,113,,
WISE 7327,253.97515,-43.06631,G342.700+00.155,C,3.23,97,,
WISE 7328,253.99734,-43.07807,G342.701+00.134,Q,1.00,30,,
WISE 7329,254.01038,-43.08059,G342.705+00.126,C,1.63,49,,
WISE 7330,254.26324,-43.18612,G342.738-00.084,C,2.43,73,,
WISE 7331,254.26720,-43.09757,G342.809-00.031,Q,1.73,52,,
WISE 7332,254.27360,-43.08850,G342.819-00.029,C,0.87,26,,
WISE 7333,254.28429,-43.08194,G342.829-00.032,Q,1.23,37,,
WISE 7334,254.46568,-43.14520,G342.862-00.174,Q,0.83,25,,
WISE 7335,254.40308,-43.05647,G342.903-00.083,C,1.67,50,,
WISE 7336,254.45380,-43.06933,G342.916-00.120,Q,2.73,82,,
WISE 7337,254.34533,-42.95381,G342.957+00.014,C,23.47,704,,
WISE 7338,251.74808,-41.22271,G343.070+02.601,C,14.70,441,,
WISE 7339,254.99577,-43.08758,G343.147-00.443,K,12.47,374,G343.150-00.402,
WISE 7340,254.47933,-42.77254,G343.160+00.049,Q,1.07,32,,
WISE 7341,254.65522,-42.79320,G343.224-00.065,Q,3.23,97,,
WISE 7342,254.67757,-42.79342,G343.234-00.078,Q,0.70,21,,
WISE 7343,253.85680,-42.29267,G343.248+00.708,Q,0.77,23,,
WISE 7344,253.83199,-42.27401,G343.251+00.733,Q,1.83,55,,
WISE 7345,254.47151,-42.59811,G343.293+00.162,Q,0.57,17,,
WISE 7346,254.46319,-42.58814,G343.297+00.173,Q,1.00,30,,
WISE 7347,254.20286,-42.40059,G343.324+00.440,Q,1.80,54,,
WISE 7348,254.66510,-42.66634,G343.328+00.009,G,19.53,586,,G343.490-00.033
WISE 7349,255.04142,-42.86345,G343.344-00.330,C,5.77,173,,
WISE 7350,254.40280,-42.48503,G343.350+00.273,Q,2.37,71,,
WISE 7351,254.36228,-42.45996,G343.351+00.312,Q,2.83,85,,
WISE 7352,254.78035,-42.70266,G343.352-00.081,C,1.87,56,,
WISE 7353,254.76730,-42.69383,G343.353-00.068,C,0.97,29,,
WISE 7354,254.80425,-42.71269,G343.355-00.101,Q,1.17,35,,
WISE 7355,254.95992,-42.78734,G343.367-00.236,Q,2.03,61,,
WISE 7356,255.27873,-42.94469,G343.387-00.517,Q,1.53,46,,
WISE 7357,254.90623,-42.69023,G343.419-00.145,Q,1.17,35,,
WISE 7358,255.35205,-42.90665,G343.450-00.536,Q,5.30,159,,
WISE 7359,254.84746,-42.57860,G343.480-00.043,K,9.23,277,G343.490-00.033,G343.490-00.033
WISE 7360,254.75914,-42.52223,G343.484+00.044,Q,1.50,45,,G343.490-00.033
WISE 7361,254.78924,-42.52317,G343.497+00.025,Q,0.53,16,,G343.490-00.033
WISE 7362,254.78155,-42.51743,G343.498+00.034,Q,0.87,26,,G343.490-00.033
WISE 7363,255.33314,-42.82999,G343.502-00.478,Q,0.83,25,,
WISE 7364,254.83904,-42.54445,G343.503-00.016,G,1.07,32,,G343.490-00.033
WISE 7365,254.69299,-42.44039,G343.518+00.133,Q,1.43,43,,
WISE 7366,255.39103,-42.83893,G343.521-00.518,Q,2.10,63,,
WISE 7367,254.84030,-42.52226,G343.521-00.004,Q,1.23,37,,G343.490-00.033
WISE 7368,255.05481,-42.55739,G343.591-00.149,K,2.50,75,G343.591-00.150,
WISE 7369,253.90789,-41.85195,G343.615+00.955,C,2.93,88,,
WISE 7370,255.09353,-42.52257,G343.636-00.150,C,6.83,205,,
WISE 7371,255.00065,-42.40410,G343.687-00.024,Q,3.33,100,,
WISE 7372,255.12592,-42.44984,G343.708-00.124,C,3.60,108,,
WISE 7373,255.22115,-42.49963,G343.712-00.210,K,4.77,143,G343.721-00.221,
WISE 7374,255.24256,-42.50053,G343.721-00.223,C,0.93,28,,
WISE 7375,255.43817,-42.61008,G343.723-00.405,Q,2.57,77,,
WISE 7376,254.84564,-42.16646,G343.803+00.214,C,3.03,91,,
WISE 7377,254.91914,-42.19912,G343.811+00.151,C,2.60,78,,
WISE 7378,255.22602,-42.32107,G343.855-00.103,K,2.87,86,G343.856-00.106,
WISE 7379,255.35627,-42.39603,G343.855-00.226,K,6.90,207,G343.857-00.221,
WISE 7380,255.04042,-42.14127,G343.912+00.116,K,3.03,91,G343.910+00.115,
WISE 7381,255.85594,-42.60620,G343.914-00.646,K,7.63,229,G343.926-00.642,
WISE 7382,255.39941,-42.28656,G343.961-00.183,Q,1.80,54,,
WISE 7383,256.03891,-42.47142,G344.103-00.671,K,4.67,140,G344.106-00.672,
WISE 7384,255.72348,-42.21677,G344.163-00.331,Q,9.50,285,,
WISE 7385,255.61669,-42.13927,G344.176-00.220,Q,6.47,194,,
WISE 7386,256.12612,-42.40859,G344.192-00.684,Q,2.43,73,,
WISE 7387,255.98351,-42.31921,G344.199-00.546,Q,2.27,68,,
WISE 7388,255.25746,-41.89923,G344.202+00.137,Q,3.37,101,,
WISE 7389,256.05669,-42.32914,G344.224-00.594,K,3.00,90,G344.226-00.588,
WISE 7390,255.71549,-42.10488,G344.248-00.258,Q,9.73,292,,
WISE 7391,255.81779,-42.01444,G344.366-00.262,K,8.53,256,G344.376-00.259,
WISE 7392,255.69528,-41.91146,G344.392-00.127,Q,9.27,278,,
WISE 7393,255.53885,-41.78097,G344.424+00.044,K,3.17,95,G344.439+00.048,
WISE 7394,256.21903,-42.10894,G344.472-00.557,C,12.47,374,,
WISE 7395,256.00921,-41.95219,G344.502-00.338,Q,1.43,43,,
WISE 7396,256.85935,-42.41068,G344.517-01.116,?,17.27,518,,
WISE 7397,255.98456,-41.90541,G344.528-00.294,Q,9.10,273,,
WISE 7398,255.75396,-41.70402,G344.583-00.035,K,3.13,94,G344.593-00.044,
WISE 7399,254.06929,-40.63753,G344.638+01.620,G,44.80,1344,,G345.404+01.406
WISE 7400,256.30446,-41.92478,G344.657-00.495,Q,4.03,121,,
WISE 7401,256.43808,-41.87975,G344.753-00.548,C,11.67,350,,
WISE 7402,256.10866,-41.65767,G344.781-00.217,Q,3.33,100,,
WISE 7403,255.99421,-41.58846,G344.784-00.107,Q,6.50,195,,
WISE 7404,256.16802,-41.66384,G344.803-00.257,Q,3.57,107,,
WISE 7405,256.15498,-41.55956,G344.880-00.185,Q,2.70,81,,
WISE 7406,256.24552,-41.53828,G344.938-00.227,Q,1.87,56,,
WISE 7407,255.79853,-41.27541,G344.943+00.200,Q,1.50,45,,
WISE 7408,256.34099,-41.52855,G344.989-00.277,K,0.90,27,G344.991-00.266,
WISE 7409,256.33248,-41.52371,G344.989-00.269,K,0.47,14,G344.991-00.266,
WISE 7410,256.33040,-41.51750,G344.993-00.265,K,1.37,41,G344.991-00.266,
WISE 7411,254.17311,-40.23475,G345.002+01.810,Q,3.33,100,,G345.404+01.406
WISE 7412,256.29676,-41.48454,G345.004-00.224,C,2.17,65,,
WISE 7413,256.12990,-41.36660,G345.022-00.053,Q,2.50,75,,
WISE 7414,254.24226,-40.24237,G345.029+01.764,Q,3.33,100,,G345.404+01.406
WISE 7415,255.00659,-40.68066,G345.046+01.037,Q,2.03,61,,
WISE 7416,258.09491,-42.41959,G345.052-01.856,?,5.93,178,,
WISE 7417,254.35495,-40.23551,G345.088+01.701,Q,3.33,100,,G345.404+01.406
WISE 7418,256.96193,-41.74689,G345.094-00.779,K,22.33,670,G345.215-00.749,
WISE 7419,255.98911,-41.19381,G345.095+00.136,K,3.17,95,G345.097+00.136,
WISE 7420,256.78273,-41.64031,G345.099-00.609,Q,2.60,78,,
WISE 7421,256.34774,-41.35158,G345.133-00.175,Q,1.57,47,,
WISE 7422,255.14258,-40.56337,G345.202+01.027,K,5.93,178,G345.231+01.035,G345.231+01.035
WISE 7423,256.79785,-41.50872,G345.211-00.538,Q,1.67,50,,
WISE 7424,255.15625,-40.54358,G345.224+01.031,Q,1.23,37,,
WISE 7425,256.83203,-41.50794,G345.227-00.558,Q,1.27,38,,
WISE 7426,254.77657,-40.30284,G345.235+01.408,K,45.70,1371,G345.404+01.406,G345.404+01.406
WISE 7427,256.67715,-41.40939,G345.236-00.406,Q,2.83,85,,
