id,A,C,D,S,alpha,delta,BMAG,VMAG,B-V,SB,diameter,minAxis,axisRatio,posAngle,TYPE,z,D(z),Dist,PGC,ID1,ID2,ID3
IC 1375,,,*,1,320.24875,3.9858,15.1,14.2,0.9,13.7,1,0.7,1.43,138,C,0.03847,162.49,,66603,CGCG 401-15,NPM1G +03.0550,
IC 1376,,,*,10,321.175,-5.7428,,,,,,,,,NF,,,,,,,
IC 1377,,,*,1,321.361666666667,4.3142,15,14.3,0.7,13.5,0.8,0.7,1.14,120,Sc,0.030284,127.92,,66722,MCG 1-54-9,CGCG 401-21,KARA 915
IC 1378,,,*,9,320.716666666667,55.4639,,,,,,,,,*Grp,,,,,CED 192,,
IC 1379,,,*,1,321.504583333333,3.0972,15.5,14.5,1,12,0.3,0.3,1,,E0,0.042507,179.55,,66741,CGCG 375-34,,
IC 1380,,,*,1,321.795416666667,2.7181,15.3,14.3,1,11.5,0.3,0.3,1,,C,0.042429,179.22,,66779,CGCG 375-35,NPM1G +02.0494,
IC 1381,,,*,1,321.89,-1.1881,15.4,14.6,0.8,13.5,0.8,0.5,1.6,57,SB,0.030521,128.92,,66789,MCG 0-54-16,CGCG 375-36,NPM1G -01.0541
IC 1382,,,*,8,320.53125,18.6656,13.7,12.9,0.8,12.7,1.5,0.9,1.67,57,SBbc,0.017932,75.74,,66641,NGC 7056,UGC 11734,MCG 3-54-8
IC 1383,,,*,1,321.914583333333,-1.1022,15.3,14.5,0.8,11.6,0.4,0.2,2,140,S,0.029584,124.96,,66792,CGCG 375-37,,
IC 1384,,,*,1,321.970833333333,-1.3686,15.4,14.7,0.7,13.4,0.7,0.5,1.4,,Irr,0.01878,79.33,,66796,MCG 0-54-17,CGCG 375-39,
IC 1385,,,*,1,322.212916666667,-1.0697,15.8,15,0.8,12.9,0.4,0.4,1,,SB?,0.052103,220.08,,66832,MCG 0-54-22,CGCG 375-42,
IC 1386,,,*,1,322.405833333333,-21.1956,14.2,13.1,1.1,13,1.5,1.1,1.36,130,E-S0,0.035631,150.5,,66852,ESO 599-16,MCG -4-50-30,
IC 1387,,,*,1,322.393333333333,-1.3506,15.5,14.5,1,12.3,0.4,0.3,1.33,6,E3,0.01866,78.82,,66851,MCG 0-54-26,CGCG 375-45,ARAK 547
IC 1388,,,*,1,322.467083333333,-0.6308,15,14.2,0.8,11.3,0.4,0.2,2,135,S,0.030361,128.24,,66857,MCG 0-54-27,CGCG 375-46,ARAK 548
IC 1389,,,*,1,323.033333333333,-18.0192,15.4,14.5,0.9,12.9,0.7,0.5,1.4,120,Sc,0.021068,88.99,,66916,ESO 599-18,MCG -3-55-1,
IC 1390,,,*,1,323.10375,-1.8619,15.5,14.5,1,13.4,0.7,0.6,1.17,162,SBc,0.01897,80.13,,66922,MCG 0-55-4,CGCG 376-5,
IC 1391,,,*,1,323.751666666667,-0.5114,15.7,14.7,1,11.3,0.2,0.2,1,,E?,0.030034,126.86,,67002,MCG 0-55-7,CGCG 376-10,
IC 1392,,,*,1,323.885833333333,35.3986,13,12,1,11.8,1.1,0.7,1.57,75,E-S0,0.01465,61.88,,67017,UGC 11772,MCG 6-47-3,CGCG 512-6
IC 1393,,,*,1,325.05875,-22.4111,15.6,14.6,1,13.7,0.6,0.4,1.5,174,S0,0.032849,138.75,,67148,ESO 531-20,MCG -4-51-8,NPM1G -22.0352
IC 1394,,,*,1,325.05375,14.6336,15.2,14.2,1,13.9,1,0.9,1.11,177,C,0.02937,124.06,,67145,MCG 2-55-6,CGCG 427-11,NPM1G +14.0522
IC 1395,,,*,1,325.422083333333,4.105,15.4,14.4,1,11.6,0.3,0.3,1,,C,0.026111,110.29,,67183,CGCG 402-15,NPM1G +03.0566,
IC 1396,A,,,2,323.875,57.3833,,,,,14,2,7,,EN,,,,,LBN 452,,
IC 1396,B,,,2,323.625,57.4667,,,,,12,4,3,,EN,,,,,LBN 451,,
IC 1396,,,*,2,324.725,57.4889,,,,,170,140,1.21,,EN,,,0.8,,LBN 451/452,SG 1.19,
IC 1397,,,*,1,326.009166666667,-4.8844,15.3,14.5,0.8,12.7,0.7,0.3,2.33,0,S,0.02465,104.12,,170372,NPM1G -05.0614,,
IC 1398,,,*,1,326.464166666667,9.4756,15.3,14.6,0.7,13.3,0.9,0.4,2.25,81,Sc,0.035438,149.69,111.5,67306,MCG 1-55-9,CGCG 402-17,
IC 1399,,,*,1,326.536666666667,4.4028,15.7,14.7,1,11.9,0.3,0.3,1,,C,0.038553,162.85,,67316,CGCG 402-19,NPM1G +04.0550,
IC 1400,,,*,9,326.066666666667,52.9667,,,,,,,,,*Grp,,,,,CED 197,,
IC 1401,,,*,1,326.747916666667,1.7114,14.4,13.8,0.6,13.8,1.8,0.7,2.57,175,Sbc,0.015748,66.52,69.4,67339,UGC 11810,MCG 0-55-15,CGCG 376-31
IC 1402,,,*,9,326.241666666667,53.2633,,,,,,,,,*Grp,,,,,,,
IC 1403,,,*,1,327.620833333333,-2.7156,16.6,15.8,0.8,13.6,0.5,0.3,1.67,160,S,0.027599,116.58,,1084587,NPM1G -02.0472,,
IC 1404,,,*,1,327.734583333333,-9.2661,15,14,1,13.6,0.8,0.8,1,,E0,0.017946,75.8,,170377,,,
IC 1405,,,*,1,327.7075,2.0214,14.6,13.8,0.8,13.2,0.9,0.7,1.29,115,SBab,0.026365,111.36,,67470,UGC 11826,MCG 0-55-20,CGCG 376-37
IC 1406,,,*,1,327.77,1.9875,15.7,14.7,1,12.2,0.3,0.3,1,,E0,0.027406,115.76,,67478,CGCG 376-38,NPM1G +01.0535,
IC 1407,,1,*,1,328.0975,3.4267,15.3,14.3,1,12.4,0.4,0.3,1.33,,C,0.028907,122.1,,67538,CGCG 376-48,2ZW 152,
IC 1407,,2,,1,328.094166666667,3.4286,17.6,16.6,1,13,0.2,0.2,1,,C,0.028967,122.35,,,CGCG 376-48,2ZW 152,
IC 1408,,,*,1,328.287083333333,-13.3464,14.9,13.9,1,12.8,1,0.4,2.5,33,S0,0.017732,74.9,,67574,MCG -2-55-7,NPM1G -13.0545,
IC 1409,,,*,1,328.33125,-7.4997,16,15.2,0.8,13,0.5,0.3,1.67,20,S,0.034416,145.37,,1017940,,,
IC 1410,,,*,1,329.00875,-2.8997,15.9,14.9,1,12.9,0.5,0.3,1.67,130,E4,0.026985,113.98,,1080332,NPM1G -03.0616,,
IC 1411,,,*,1,329.002083333333,-1.5167,14.4,13.4,1,12.5,0.9,0.5,1.8,31,E4,0.026835,113.35,,67660,UGC 11850,MCG 0-56-1,CGCG 377-1
IC 1412,,,*,1,329.577083333333,-17.1767,14.4,13.5,0.9,12.2,0.9,0.4,2.25,99,SB0-a,0.018302,77.31,,67747,MCG -3-56-1,IRAS 21555-1724,
IC 1413,,1,,1,329.605416666667,-3.1247,16.5,15.7,0.8,13.7,0.9,0.2,4.5,45,S/P,,,,,,,
IC 1413,,2,*,1,329.611666666667,-3.1017,16,15.2,0.8,12.9,0.7,0.2,3.5,73,S,0.016581,70.04,,1076468,,,
IC 1414,,,*,1,329.575,8.4239,15,14,1,12.4,0.5,0.5,1,,S0,0.028029,118.39,,67763,MCG 1-56-5,CGCG 403-8,2ZW 157
IC 1415,,,*,10,329.6775,1.3503,,,,,,,,,NF,,,,,,,
IC 1416,,,*,10,329.70625,1.4514,,,,,,,,,NF,,,,,,,
IC 1417,,,*,1,330.090416666667,-13.1469,14.5,13.7,0.8,12.8,1.3,0.4,3.25,108,Sb,0.017979,75.94,91.95,67811,MCG -2-56-3,IRAS 21576-1323,
IC 1418,,,*,1,330.499583333333,4.3847,14.9,14,0.9,13.6,0.9,0.7,1.29,0,S?,0.027863,117.69,,67872,MCG 1-56-9,CGCG 403-16,
IC 1419,,,*,1,330.745,-9.9206,16,15.2,0.8,12.3,0.4,0.2,2,170,S,0.047483,200.56,,984740,NPM1G -10.0646,,
IC 1420,,,*,1,330.63125,19.75,14,13.2,0.8,13,1.2,0.8,1.5,90,SB,0.004917,20.77,,67900,UGC 11880,MCG 3-56-5,CGCG 451-4
IC 1421,,,*,1,330.76625,-9.9778,15.8,14.8,1,12.6,0.4,0.3,1.33,60,E3,0.04635,195.78,,67924,MCG -2-56-9,NPM1G -10.0647,
IC 1422,,,*,1,330.75,2.5994,15.3,14.5,0.8,11.6,0.4,0.2,2,135,S,,,,67922,CGCG 377-16,NPM1G +02.0514,
IC 1423,,,*,1,330.803333333333,4.2981,14.7,13.9,0.8,13,1,0.5,2,35,SBb,0.027399,115.73,,67931,UGC 11883,MCG 1-56-10,CGCG 403-18
IC 1424,,,*,9,330.78875,11.1978,,,,,,,,,*,,,,,,,
IC 1425,,,*,1,330.851666666667,2.5953,15,14.3,0.7,12.1,0.5,0.4,1.25,100,S,0.032072,135.47,,67939,CGCG 377-18,NPM1G +02.0515,
IC 1426,,,*,10,330.97125,-9.9097,,,,,,,,,NF,,,,,,,
IC 1427,,,*,1,330.89625,15.1072,14.7,13.7,1,13.8,1,0.9,1.11,105,E1,0.026035,109.97,,67948,UGC 11889,MCG 2-56-10,CGCG 428-25
IC 1428,,,*,1,331.115416666667,2.6311,15.2,14.4,0.8,11.5,0.4,0.2,2,50,S,0.040888,172.71,,67979,CGCG 377-21,,
IC 1429,,,*,9,331.760416666667,10.1089,14.9,,,,,,,,*,,,,,,,
IC 1430,,,*,1,331.87375,-13.5808,16,15,1,13.1,0.4,0.4,1,,E0,0.055485,234.36,,936014,,,
IC 1431,,,*,1,331.914583333333,-13.5133,15.1,14.2,0.9,13.3,0.8,0.7,1.14,150,Sa,0.055472,234.31,,68087,MCG -2-56-15,,
IC 1432,,,*,1,332.51625,3.69,16.8,16,0.8,12.8,0.3,0.2,1.5,10,S,0.058043,245.17,,3092375,NPM1G +03.0576,,
IC 1433,,,*,1,333.04375,-12.765,15.7,14.7,1,13.4,0.7,0.5,1.4,111,P,0.039324,166.1,,68267,MCG -2-56-21,VV 390,NPM1G -13.0565
IC 1434,,,*,4,332.625,52.8333,,9,,,7,,,,II1p,,,3,,OCL 223,,
IC 1435,,,*,1,333.35875,-22.0964,13.9,13.1,0.8,12.4,1,0.6,1.67,8,Sbc,0.017799,75.18,83.45,68320,ESO 601-30,MCG -4-52-25,AM 2210-222
IC 1436,,,*,1,333.46375,-10.1914,15.8,14.8,1,13.9,0.7,0.6,1.17,63,E-S0,0.02873,121.35,,68337,MCG -2-56-24,NPM1G -10.0652,
IC 1437,,,*,1,333.937083333333,2.0658,14.4,13.5,0.9,13.2,1.1,1,1.1,72,S0-a,0.029724,125.55,,68438,UGC 11965,MCG 0-56-16,CGCG 377-42
IC 1438,,,*,1,334.120833333333,-21.4308,12.8,11.9,0.9,13.5,2.4,2.1,1.14,2,SBa,0.008659,36.57,33.8,68469,ESO 602-1,MCG -4-52-29,IRAS 22137-2140
IC 1439,,,*,1,334.1675,-21.4856,14.6,13.7,0.9,13.5,1.3,0.9,1.44,33,SBa,0.031875,134.64,,68476,ESO 602-2,MCG -4-52-30,
IC 1440,,,*,1,334.138333333333,-16.0164,14.9,13.9,1,12.9,1.2,0.3,4,78,E?,0.013993,59.11,,68470,MCG -3-56-13,,
IC 1441,,,*,1,333.829583333333,37.3008,15.5,14.6,0.9,12.8,0.7,0.3,2.33,30,SBa,0.017369,73.37,,68413,MCG 6-48-23,CGCG 513-21,CGCG 514-1
IC 1442,,,*,4,334.025,53.9917,,9.1,,,5,,,,II2m,,,2.346,,OCL 224,,
IC 1443,,,*,1,334.765,-20.94,13.5,12.5,1,11.9,0.8,0.7,1.14,36,E2,0.016735,70.69,,68558,ESO 602-5,MCG -4-52-33,
IC 1444,,,*,1,335.599166666667,5.1397,15.3,14.3,1,12.6,0.5,0.4,1.25,,E2,0.028356,119.77,,68665,CGCG 404-5,NPM1G +04.0571,
IC 1445,,,*,1,336.375833333333,-17.2436,13.5,12.7,0.8,13.4,1.6,1.3,1.23,80,E-S0,0.008723,36.85,,68826,ESO 602-19,MCG -3-57-7,
IC 1446,,,*,1,337.269166666667,-1.1842,15.9,15.1,0.8,13.1,0.6,0.3,2,15,S,0.039717,167.76,,192446,NPM1G -01.0563,,
IC 1447,,,*,1,337.499166666667,-5.1194,13.6,12.8,0.8,12.8,1.5,0.8,1.88,108,Sb,0.00985,41.61,,68996,MCG -1-57-14,IRAS 22273-0522,
IC 1448,,,*,8,338.633333333333,-12.9336,14.7,13.7,1,13.9,1.2,0.9,1.33,145,E-S0,0.025708,108.59,,69194,NGC 7308,MCG -2-57-17,
IC 1449,,,*,1,338.779166666667,-8.7656,15.8,15,0.8,13.1,0.5,0.4,1.25,45,S,0.023796,100.51,,192966,,,
IC 1450,,,*,9,339.491666666667,34.5358,,,,,,,,,*2,,,,,,,
IC 1451,,,*,1,341.530833333333,-10.3703,14.9,14.2,0.7,12.5,0.5,0.5,1,,Sc,0.030349,128.19,,69684,MCG -2-58-2,,
IC 1452,,,*,1,341.496666666667,10.8681,15.5,14.5,1,11.8,0.4,0.2,2,160,E-S0,0.02429,102.6,,69675,NGC 7374B,MCG 2-58-6,CGCG 430-5
IC 1453,,,*,1,341.726666666667,-13.4494,15.1,14.3,0.8,13.2,0.7,0.6,1.17,156,SBb,0.026738,112.94,,69701,MCG -2-58-4,,
IC 1454,,,*,3,340.602083333333,80.4431,14.8,14,,,0.63,,,,PN,,,5.29,2783080,PK 117+18.1,Abell 81,CS=18.0
IC 1455,,,*,1,343.441666666667,1.3725,14.7,13.8,0.9,13,0.9,0.6,1.5,30,SBa,0.016108,68.04,,69943,UGC 12232,MCG 0-58-11,CGCG 379-14
IC 1456,,,*,1,343.825833333333,-12.7319,16,15,1,12.8,0.7,0.2,3.5,120,S0,0.025418,107.36,,948407,,,
IC 1457,,,*,9,343.849166666667,-5.5625,,,,,,,,,*,,,,,,,
IC 1458,,,*,8,344.1725,-7.3797,14.5,13.8,0.7,13.7,1.3,0.8,1.63,144,Sc,0.01488,62.85,,70080,NGC 7441,MCG -1-58-7,
IC 1459,,,*,1,344.293333333333,-36.4625,11,10,1,13.2,5.2,1.8,2.89,40,E3,0.006011,25.39,26.99,70090,IC 5265,ESO 406-30,MCG -6-50-16
IC 1460,,,*,1,344.266666666667,4.6775,15.1,14.4,0.7,12.2,0.5,0.5,1,,E2,0.024357,102.88,,70086,MCG 1-58-15,MK 923,CGCG 405-17
IC 1461,,,*,1,344.6425,15.1733,15.1,14.2,0.9,12.5,0.6,0.4,1.5,144,S?,0.030654,129.48,,70153,CGCG 430-36,MK 311,KUG 2256+149
IC 1462,,,*,9,344.655,8.4411,14.3,,,,,,,,*,,,,,,,
IC 1463,,,*,9,344.837916666667,-10.5308,,,,,,,,,*2,,,,,,,
IC 1464,A,,*,1,345.795833333333,-8.9886,15.4,14.6,0.8,13.1,0.7,0.4,1.75,15,S  M,0.024133,101.94,,70345,MCG -2-58-20,NPM1G -09.0723,
IC 1464,B,,,1,345.8,-8.9922,15.7,14.9,0.8,12.7,0.5,0.3,1.67,45,S  M,0.023973,101.26,,70344,MCG -2-58-21,NPM1G -09.0724,
IC 1465,,,*,9,345.722916666667,16.5825,,,,,,,,,*2,,,,,,,
IC 1466,,,*,1,345.9125,-2.7756,14.4,13.4,1,11.5,0.5,0.4,1.25,130,S0,0.032276,136.33,,135879,,,
IC 1467,,,*,1,346.206666666667,-3.2311,14.9,14.2,0.7,12.5,0.8,0.3,2.67,5,Sc,0.013536,57.18,,70413,MCG -1-58-17,IRAS 23022-0329,
IC 1468,,,*,1,346.280416666667,-3.2053,15.1,14.2,0.9,13.5,1.1,0.5,2.2,156,S0-a,0.032065,135.44,,70429,MCG -1-58-19,,
IC 1469,,,*,1,346.61875,-13.5364,16,15,1,13,0.5,0.3,1.67,85,E4,0.066057,279.02,,164479,,,
IC 1470,,,*,2,346.293333333333,60.2422,,,,,1,1,1,,EN,,,3.7,,CED 208,Sh2-156,
IC 1471,,,*,1,347.1875,-12.6392,14.5,13.6,0.9,12.2,0.8,0.4,2,165,S?,0.032472,137.16,,70561,MCG -2-59-3,,
IC 1472,,,*,1,347.2775,17.2597,15.1,14.2,0.9,13.7,1.2,0.6,2,57,S0-a,0.025594,108.11,,70573,MCG 3-59-4,CGCG 454-2,NPM1G +16.0548
IC 1473,,,*,1,347.771666666667,29.6431,13.9,12.9,1,13.6,2.1,1,2.1,176,S0,0.002802,11.84,,70633,UGC 12404,MCG 5-54-43,CGCG 496-52
IC 1474,,,*,1,348.21375,5.8058,14.7,13.9,0.8,13.1,1.1,0.5,2.2,150,Sc,0.011695,49.4,55.86,70702,UGC 12417,MCG 1-59-11,CGCG 406-18
IC 1475,,,*,10,348.508333333333,-28.4217,,,,,,,,,NF,,,,,,,
IC 1476,,,*,1,348.567916666667,30.5519,15.5,14.7,0.8,13.8,0.7,0.7,1,,S?,0.023293,98.39,,70764,MCG 5-54-51,CGCG 496-60,NPM1G +30.0492
IC 1477,,,*,8,349.3,-6.9117,15.2,14.2,1,13.3,1,0.5,2,34,S0,0.02395,101.16,,70932,NGC 7596,MCG -1-59-11,IRAS 23145-0711
IC 1478,,,*,8,349.557916666667,10.2978,14.6,13.7,0.9,13.9,1.4,0.9,1.56,30,Sb,0.036178,152.81,126,70991,NGC 7594,UGC 12485,MCG 2-59-23
IC 1479,,,*,1,349.692916666667,-10.3986,14.7,13.7,1,13.9,1.1,1,1.1,18,E-S0,0.031705,133.92,,71021,MCG -2-59-10,NPM1G -10.0713,
IC 1480,,,*,8,349.7475,11.3419,,,,,,,,,*2,,,,,NGC 7607,,
IC 1481,,,*,1,349.854166666667,5.9058,14.4,13.5,0.9,12.7,0.8,0.7,1.14,42,S?,0.020407,86.2,,71070,UGC 12505,CGCG 406-64,IRAS 23168+0537
IC 1482,,,*,1,350.205833333333,1.7394,15.4,14.4,1,12.9,0.6,0.4,1.5,123,E3,0.029597,125.02,,71142,MCG 0-59-29,CGCG 380-37,NPM1G +01.0586
IC 1483,,,*,8,350.6375,11.3294,15.7,14.9,0.8,13.6,0.6,0.6,1,,S,0.026612,112.41,,71246,NGC 7638,MCG 2-59-30,CGCG 431-46
IC 1484,,,*,1,350.66625,11.385,17.8,17,0.8,14.1,0.4,0.2,2,45,S,0.044708,188.84,,1392792,NPM1G +11.0569,,
IC 1485,,,*,8,350.700833333333,11.3733,15.6,14.6,1,12.9,0.5,0.4,1.25,123,E-S0,0.026882,113.55,,71256,NGC 7639,MCG 2-59-32,CGCG 431-50
IC 1486,,,*,8,350.975833333333,9.6683,13.8,13,0.8,13.4,1.6,1,1.6,85,S0,0.011872,50.15,,71321,NGC 7648,UGC 12575,MCG 1-59-72
IC 1487,,,*,8,351.08375,14.6469,15,14,1,14.1,1.3,1,1.3,80,E2,0.041659,175.96,,71343,NGC 7649,UGC 12579,MCG 2-59-35
IC 1488,,,*,1,351.410416666667,15.3539,15.8,14.8,1,12.8,0.9,0.2,4.5,170,S0,0.041195,174,177.5,2800840,,,
IC 1489,,,*,1,351.63375,-12.5164,15,14.2,0.8,11.3,0.4,0.2,2,30,S,0.032526,137.39,,71443,MCG -2-59-16,IRAS 23239-1247,
IC 1490,,,*,7,359.794583333333,-4.1269,14.9,14.1,0.8,14.2,1.7,0.7,2.43,80,SBbc,0.01916,80.93,77.65,73143,IC 1524,MCG -1-1-12,IRAS 23566-0424
IC 1491,,,*,1,352.352083333333,-16.3161,15,14.1,0.9,11.9,0.5,0.3,1.67,159,S?,0.011174,47.2,,71580,MCG -3-59-10,,
IC 1492,,,*,1,352.65,-3.0394,14.2,13.3,0.9,12.9,1,0.8,1.25,36,S0-a,0.017642,74.52,,71629,MCG -1-59-28,NPM1G -03.0690,
IC 1493,,,*,1,352.614166666667,14.4583,16.2,15.4,0.8,13.7,0.5,0.3,1.67,135,S,0.062394,263.55,,,,,
IC 1494,,,*,1,352.692083333333,-12.7242,15.9,15.1,0.8,12.5,0.5,0.2,2.5,120,S,0.031839,134.49,,948530,NPM1G -13.0644,,
IC 1495,,,*,7,352.697916666667,-13.4853,14.1,13.3,0.8,13.5,1.4,1,1.4,170,Sb,0.021295,89.95,,71631,IC 5327,MCG -2-59-24,IRAS 23281-1345
IC 1496,,,*,1,352.7225,-2.9339,14.3,13.4,0.9,14.2,1.7,1.4,1.21,85,S0-a,0.017219,72.73,,71634,MCG -1-59-29,NPM1G -03.0692,
IC 1497,,,*,10,352.208333333333,11.9869,,,,,,,,,NF,,,,,,,
IC 1498,,,*,1,352.972916666667,-5.0064,14.6,13.7,0.9,13.7,1.9,0.6,3.17,11,Sa,0.017312,73.12,,71677,MCG -1-60-2,,
IC 1499,,,*,9,352.9875,-13.4394,,,,,,,,,*2,,,,,,,
IC 1500,,,*,1,353.289583333333,4.5525,15.4,14.6,0.8,12.4,0.5,0.3,1.67,10,S,0.03319,140.19,,71727,CGCG 407-6,,
IC 1501,,,*,1,353.667083333333,-3.1536,14.6,13.8,0.8,13.8,1.6,0.7,2.29,136,SBbc,0.017429,73.62,70.15,71786,MCG -1-60-9,IRAS 23320-0325,
IC 1502,,,*,1,354.08375,75.6475,14.8,13.9,0.9,12.6,1.1,0.3,3.67,52,S0-a,0.006561,27.71,,71864,UGC 12706,UGC 12105,MCG 13-1-2
IC 1503,,,*,1,354.613333333333,4.8014,14.3,13.7,0.6,12.8,0.9,0.4,2.25,65,Sd,0.020484,86.52,70.6,71982,UGC 12715,MCG 1-60-16,CGCG 407-31
IC 1504,,,*,1,355.331666666667,4.0183,14.3,13.5,0.8,13.1,1.7,0.5,3.4,94,Sb,0.020918,88.36,67.55,72117,UGC 12734,MCG 1-60-20,CGCG 407-41
IC 1505,,,*,1,355.404166666667,-3.5647,14.7,13.7,1,13.3,0.9,0.7,1.29,156,E2,0.021745,91.85,,72133,MCG -1-60-20,NPM1G -03.0698,
IC 1506,,,*,1,356.20125,4.7361,15.3,14.5,0.8,13,0.7,0.4,1.75,135,S,0.031955,134.98,,72291,MCG 1-60-29,CGCG 407-52,NPM1G +04.0622
IC 1507,,,*,1,356.3875,1.6892,14.5,13.6,0.9,13.2,1.3,0.5,2.6,134,S0-a,0.017756,75,,72330,UGC 12770,MCG 0-60-44,CGCG 381-41
IC 1508,,,*,1,356.479583333333,12.0611,13.9,13.3,0.6,13.2,2,0.5,4,168,Sd,0.01422,60.06,56.1,72345,UGC 12773,MCG 2-60-16,CGCG 432-28
IC 1509,,,*,1,356.819166666667,-15.3072,15.2,14.5,0.7,13,1.4,0.2,7,12,Sc,0.024484,103.42,88.7,72392,MCG -3-60-14,,
